loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse,learning_rate
20.48552703857422,4.322087287902832,20.48552703857422,4.52609395980835,10.995076179504395,3.0408828258514404,10.995076179504395,3.315882444381714,9.999999747378752e-05
6.072145462036133,2.0986034870147705,6.072145462036133,2.46417236328125,3.6954479217529297,1.5789586305618286,3.6954479217529297,1.922354817390442,9.999999747378752e-05
3.0902099609375,1.43144953250885,3.0902099609375,1.757899284362793,2.6671175956726074,1.3240944147109985,2.6671175956726074,1.6331312656402588,9.999999747378752e-05
2.340045928955078,1.2398382425308228,2.340045928955078,1.5297209024429321,2.049001932144165,1.1631969213485718,2.049001932144165,1.4314335584640503,9.999999747378752e-05
1.7918353080749512,1.0915414094924927,1.7918353080749512,1.3385945558547974,1.5763964653015137,1.0317134857177734,1.5763964653015137,1.2555463314056396,9.999999747378752e-05
1.3979147672653198,0.9759871959686279,1.3979147672653198,1.1823344230651855,1.2676492929458618,0.938703715801239,1.2676492929458618,1.125899314880371,9.999999747378752e-05
1.1658490896224976,0.9069202542304993,1.1658490896224976,1.0797449350357056,1.104662537574768,0.8922711610794067,1.104662537574768,1.0510293245315552,9.999999747378752e-05
1.052188515663147,0.8781098127365112,1.052188515663147,1.0257624387741089,1.0320043563842773,0.8758054375648499,1.0320043563842773,1.0158761739730835,9.999999747378752e-05
1.0040831565856934,0.8683733940124512,1.0040831565856934,1.0020395517349243,1.0037034749984741,0.8707731366157532,1.0037034749984741,1.0018500089645386,9.999999747378752e-05
0.9854355454444885,0.8648251295089722,0.9854355454444885,0.9926910400390625,0.9928339719772339,0.8706943392753601,0.9928339719772339,0.9964105486869812,9.999999747378752e-05
0.9779841303825378,0.8631874322891235,0.9779841303825378,0.9889308214187622,0.987718403339386,0.8680220246315002,0.987718403339386,0.993840217590332,9.999999747378752e-05
0.9744133949279785,0.8629416823387146,0.9744133949279785,0.9871237874031067,0.986170768737793,0.8651267290115356,0.986170768737793,0.9930613040924072,9.999999747378752e-05
0.972182035446167,0.8619901537895203,0.972182035446167,0.9859929084777832,0.9845088124275208,0.864466667175293,0.9845088124275208,0.9922241568565369,9.999999747378752e-05
0.9705515503883362,0.8621022701263428,0.9705515503883362,0.9851657748222351,0.983680248260498,0.8648092746734619,0.983680248260498,0.9918065667152405,9.999999747378752e-05
0.9691175818443298,0.8620752692222595,0.9691175818443298,0.9844377040863037,0.9829979538917542,0.8624156713485718,0.9829979538917542,0.9914625287055969,9.999999747378752e-05
0.9682950377464294,0.8613730669021606,0.9682950377464294,0.9840198159217834,0.9814252257347107,0.8663050532341003,0.9814252257347107,0.9906690716743469,9.999999747378752e-05
0.967232346534729,0.861572802066803,0.967232346534729,0.9834797382354736,0.980400562286377,0.8649787306785583,0.980400562286377,0.9901517629623413,9.999999747378752e-05
0.9662665128707886,0.8612599968910217,0.9662665128707886,0.9829885363578796,0.9803202748298645,0.866931140422821,0.9803202748298645,0.990111231803894,9.999999747378752e-05
0.9657440185546875,0.8614425659179688,0.9657440185546875,0.9827227592468262,0.9797430634498596,0.8652997016906738,0.9797430634498596,0.9898197054862976,9.999999747378752e-05
0.9649434089660645,0.860927939414978,0.9649434089660645,0.9823153018951416,0.9801403880119324,0.8620039224624634,0.9801403880119324,0.9900203943252563,9.999999747378752e-05
0.9645777940750122,0.8610684275627136,0.9645777940750122,0.9821292161941528,0.9792807698249817,0.8642798662185669,0.9792807698249817,0.9895861744880676,9.999999747378752e-05
0.9643809199333191,0.8612803220748901,0.9643809199333191,0.9820289611816406,0.9785075187683105,0.8676031827926636,0.9785075187683105,0.9891954064369202,9.999999747378752e-05
0.9635295867919922,0.861017107963562,0.9635295867919922,0.9815954566001892,0.9778838157653809,0.8679820895195007,0.9778838157653809,0.9888800978660583,9.999999747378752e-05
0.9629216194152832,0.8611211776733398,0.9629216194152832,0.9812856912612915,0.9802109003067017,0.8597044944763184,0.9802109003067017,0.990056037902832,9.999999747378752e-05
0.9631137251853943,0.8604136109352112,0.9631137251853943,0.9813835620880127,0.9770938158035278,0.8687325119972229,0.9770938158035278,0.9884805679321289,9.999999747378752e-05
0.9623106718063354,0.8611152768135071,0.9623106718063354,0.9809743762016296,0.9780653119087219,0.8656365275382996,0.9780653119087219,0.9889718294143677,9.999999747378752e-05
0.9621308445930481,0.8603069186210632,0.9621308445930481,0.9808827042579651,0.9767296314239502,0.868135929107666,0.9767296314239502,0.9882963299751282,9.999999747378752e-05
0.9618952870368958,0.8607676029205322,0.9618952870368958,0.9807626008987427,0.9761590957641602,0.866918683052063,0.9761590957641602,0.988007664680481,9.999999747378752e-05
0.9613648056983948,0.8605413436889648,0.9613648056983948,0.980492115020752,0.9757134914398193,0.8664522171020508,0.9757134914398193,0.9877821207046509,9.999999747378752e-05
0.9612537622451782,0.8606570363044739,0.9612537622451782,0.9804354906082153,0.9763852953910828,0.8699861168861389,0.9763852953910828,0.9881221055984497,9.999999747378752e-05
0.9607950448989868,0.8605259656906128,0.9607950448989868,0.9802015423774719,0.9763389229774475,0.8652917742729187,0.9763389229774475,0.9880986213684082,9.999999747378752e-05
0.960778534412384,0.8608779311180115,0.960778534412384,0.9801931381225586,0.9760420322418213,0.8645470142364502,0.9760420322418213,0.9879484176635742,9.999999747378752e-05
0.9606738090515137,0.8607187271118164,0.9606738090515137,0.9801396727561951,0.9756090044975281,0.8644633293151855,0.9756090044975281,0.9877291917800903,9.999999747378752e-05
0.9603540897369385,0.860368013381958,0.9603540897369385,0.9799765944480896,0.9762544631958008,0.8636773228645325,0.9762544631958008,0.9880558848381042,9.999999747378752e-05
0.9603323340415955,0.8605940341949463,0.9603323340415955,0.9799654483795166,0.975270688533783,0.8680358529090881,0.975270688533783,0.9875579476356506,9.999999747378752e-05
0.9599159955978394,0.8604617118835449,0.9599159955978394,0.9797530174255371,0.9754261374473572,0.8645371794700623,0.9754261374473572,0.9876366257667542,9.999999747378752e-05
0.9599018692970276,0.8607286810874939,0.9599018692970276,0.9797458052635193,0.9751538038253784,0.8653132915496826,0.9751538038253784,0.9874987602233887,9.999999747378752e-05
0.9596309065818787,0.8601711392402649,0.9596309065818787,0.9796075224876404,0.9757523536682129,0.8698639869689941,0.9757523536682129,0.9878017902374268,9.999999747378752e-05
0.9595533609390259,0.8604444265365601,0.9595533609390259,0.9795679450035095,0.9749040603637695,0.8646939396858215,0.9749040603637695,0.9873722791671753,9.999999747378752e-05
0.9595504999160767,0.8604490160942078,0.9595504999160767,0.9795665144920349,0.9748629927635193,0.865663468837738,0.9748629927635193,0.9873514771461487,9.999999747378752e-05
0.9591894149780273,0.8601335287094116,0.9591894149780273,0.9793821573257446,0.9748364686965942,0.8689121603965759,0.9748364686965942,0.9873380661010742,9.999999747378752e-05
0.9596560597419739,0.860461950302124,0.9596560597419739,0.9796203374862671,0.9750632643699646,0.868573009967804,0.9750632643699646,0.9874529242515564,9.999999747378752e-05
0.9590553641319275,0.8604073524475098,0.9590553641319275,0.9793137311935425,0.9748184084892273,0.8646724224090576,0.9748184084892273,0.9873289465904236,9.999999747378752e-05
0.9589859843254089,0.8603171110153198,0.9589859843254089,0.9792783260345459,0.9758412837982178,0.8692325949668884,0.9758412837982178,0.9878467917442322,9.999999747378752e-05
0.9586228132247925,0.8603742718696594,0.9586228132247925,0.9790928363800049,0.9744793176651001,0.8636812567710876,0.9744793176651001,0.9871571660041809,4.999999873689376e-05
0.958609402179718,0.8602825999259949,0.958609402179718,0.9790859818458557,0.9741130471229553,0.8659895062446594,0.9741130471229553,0.9869716763496399,4.999999873689376e-05
0.9583423733711243,0.8599792122840881,0.9583423733711243,0.9789496064186096,0.9745898842811584,0.8674819469451904,0.9745898842811584,0.9872131943702698,4.999999873689376e-05
0.9584249258041382,0.8601908683776855,0.9584249258041382,0.9789918065071106,0.9742822647094727,0.8651890754699707,0.9742822647094727,0.9870573878288269,4.999999873689376e-05
0.9582281112670898,0.8598964810371399,0.9582281112670898,0.9788912534713745,0.9741926193237305,0.8689836263656616,0.9741926193237305,0.9870119690895081,4.999999873689376e-05
0.9581964612007141,0.860443651676178,0.9581964612007141,0.9788751006126404,0.974047839641571,0.8648157715797424,0.974047839641571,0.9869385957717896,4.999999873689376e-05
0.9583278894424438,0.8598771691322327,0.9583278894424438,0.9789422154426575,0.9738318920135498,0.8659241795539856,0.9738318920135498,0.9868292212486267,4.999999873689376e-05
0.9582078456878662,0.8606481552124023,0.9582078456878662,0.9788809418678284,0.974644660949707,0.8630815744400024,0.974644660949707,0.9872409105300903,4.999999873689376e-05
0.9582346081733704,0.859790027141571,0.9582346081733704,0.9788945913314819,0.9742420315742493,0.8673781752586365,0.9742420315742493,0.9870370030403137,4.999999873689376e-05
0.9581626653671265,0.8603248596191406,0.9581626653671265,0.9788578152656555,0.9741014242172241,0.8642521500587463,0.9741014242172241,0.9869657754898071,4.999999873689376e-05
