accuracy,auc,loss,precision,val_accuracy,val_auc,val_loss,val_precision
0.9372632503509521,0.8906434774398804,0.1874660700559616,0.8301174640655518,0.9461568593978882,0.9192490577697754,0.15759244561195374,0.9049919247627258
0.9448066353797913,0.9208126068115234,0.1583009511232376,0.931779682636261,0.9472623467445374,0.928072452545166,0.1502154916524887,0.9593639373779297
0.9449854493141174,0.9233618974685669,0.1550900787115097,0.9467945694923401,0.9473273754119873,0.9279060959815979,0.14900155365467072,0.9407783150672913
0.9452455639839172,0.924358069896698,0.1538669914007187,0.9471632838249207,0.9470022320747375,0.9279030561447144,0.14848372340202332,0.9690909385681152
0.9454894065856934,0.9241496920585632,0.1535794585943222,0.9569420218467712,0.9471322894096375,0.9279192686080933,0.1479673981666565,0.9375
0.9451642632484436,0.9244691729545593,0.15337291359901428,0.9525483250617981,0.9473273754119873,0.9293652176856995,0.1473366916179657,0.9483649134635925
0.9456194639205933,0.9247491955757141,0.15301911532878876,0.9599118828773499,0.9473273754119873,0.9283563494682312,0.147501602768898,0.9320066571235657
0.9456357359886169,0.9248064756393433,0.15285030007362366,0.9583150744438171,0.9475874900817871,0.9284756183624268,0.14729376137256622,0.9411764740943909
0.9455219507217407,0.9249327182769775,0.15277497470378876,0.9549825191497803,0.9468721747398376,0.9281607866287231,0.14758463203907013,0.9572953581809998
0.9454406499862671,0.925224781036377,0.15267184376716614,0.9556823372840881,0.947782576084137,0.9292765259742737,0.14778858423233032,0.9342105388641357
0.9455869793891907,0.9252405762672424,0.15262463688850403,0.9507346749305725,0.9471322894096375,0.92841637134552,0.1485830694437027,0.9778597950935364
0.9456357359886169,0.9250085949897766,0.15271079540252686,0.9551198482513428,0.9469372034072876,0.9278825521469116,0.14746405184268951,0.9509631991386414
0.9456844925880432,0.925122857093811,0.15247908234596252,0.9496990442276001,0.9471322894096375,0.9282004833221436,0.1476825475692749,0.9726277589797974
0.9457983374595642,0.9255143404006958,0.1524668037891388,0.9533477425575256,0.9473273754119873,0.9282233715057373,0.1472833752632141,0.9499136209487915
0.9453756213188171,0.9252654910087585,0.15240254998207092,0.9473457336425781,0.9465470314025879,0.9286477565765381,0.14814746379852295,0.9472759366035461
0.9458795785903931,0.9252247214317322,0.15252842009067535,0.9601925015449524,0.9475874900817871,0.9283181428909302,0.14705142378807068,0.9353233575820923
0.9457495212554932,0.925286054611206,0.15233451128005981,0.9497854113578796,0.9479125738143921,0.9291461110115051,0.1476166993379593,0.9233226776123047
0.9458633661270142,0.925284206867218,0.15237155556678772,0.9522580504417419,0.9473273754119873,0.9291795492172241,0.14716100692749023,0.9249592423439026
0.9457007646560669,0.9255029559135437,0.1523258239030838,0.9501075148582458,0.9473924040794373,0.9293358325958252,0.14697210490703583,0.9438775777816772
0.9459934234619141,0.9256545305252075,0.15214373171329498,0.9543693661689758,0.947782576084137,0.9288054704666138,0.1473996341228485,0.9356435537338257
0.9459771513938904,0.9255184531211853,0.15223738551139832,0.9524013996124268,0.9471322894096375,0.928199052810669,0.1479014754295349,0.9709091186523438
0.9457983374595642,0.9254975914955139,0.15233834087848663,0.9521757960319519,0.9466770887374878,0.9284830093383789,0.14729122817516327,0.9506173133850098
0.9457983374595642,0.9256496429443359,0.152174174785614,0.9483126997947693,0.9470022320747375,0.9287998080253601,0.14772114157676697,0.9607142806053162
0.946058452129364,0.9255146384239197,0.1522132009267807,0.957198441028595,0.9470672607421875,0.9293252229690552,0.14756111800670624,0.9495652318000793
0.9458958506584167,0.9255303740501404,0.1522156149148941,0.951910674571991,0.9472623467445374,0.9282509088516235,0.14748525619506836,0.9561403393745422
