accuracy,auc,loss,precision,val_accuracy,val_auc,val_loss,val_precision
0.9279478192329407,0.8760378956794739,0.20178551971912384,0.6951267123222351,0.9453765153884888,0.9159998893737793,0.16108639538288116,0.9606003761291504
0.9443514347076416,0.9193376302719116,0.1597183644771576,0.9411764740943909,0.9473924040794373,0.928241491317749,0.15163561701774597,0.9595070481300354
0.9453105926513672,0.923332691192627,0.15503177046775818,0.964109480381012,0.9473924040794373,0.9276152849197388,0.14840780198574066,0.9627659320831299
0.9450992345809937,0.9243619441986084,0.153896763920784,0.9552701711654663,0.9471973180770874,0.9283301830291748,0.14850273728370667,0.992409884929657
0.9456682801246643,0.9239544868469238,0.15367336571216583,0.9661167860031128,0.947717547416687,0.9273344278335571,0.14857670664787292,0.9870610237121582
0.9455382227897644,0.9242104887962341,0.15349696576595306,0.9630947113037109,0.9470672607421875,0.9285709857940674,0.14826321601867676,0.9272727370262146
0.9454243779182434,0.9244046211242676,0.15344980359077454,0.9621549248695374,0.9469372034072876,0.9284110069274902,0.14849470555782318,0.9242174625396729
0.9455382227897644,0.924591064453125,0.1532018780708313,0.9594177603721619,0.9472623467445374,0.9287000298500061,0.14774321019649506,0.974452555179596
0.9454894065856934,0.9247334599494934,0.15299351513385773,0.9663677215576172,0.9474574327468872,0.9282107353210449,0.14800776541233063,0.9815837740898132
0.945505678653717,0.9249540567398071,0.15287812054157257,0.959787905216217,0.9475224614143372,0.9280925393104553,0.14768576622009277,0.951724112033844
0.9456520080566406,0.9250800609588623,0.1526622772216797,0.9611650705337524,0.947717547416687,0.9291075468063354,0.14751389622688293,0.9764918684959412
0.9456357359886169,0.9249079823493958,0.1527104526758194,0.9579132199287415,0.9471322894096375,0.9281889200210571,0.14801521599292755,0.9512194991111755
0.9454569220542908,0.9250341653823853,0.15273389220237732,0.9577092528343201,0.9468721747398376,0.928706169128418,0.14773374795913696,0.9385665655136108
0.9456844925880432,0.9252529144287109,0.15256159007549286,0.9563699960708618,0.9475224614143372,0.9280763268470764,0.1480841189622879,0.9781022071838379
0.9457007646560669,0.9249356985092163,0.15257199108600616,0.9563890099525452,0.9474574327468872,0.9286519885063171,0.14777153730392456,0.9728752374649048
0.9459608793258667,0.9251951575279236,0.15249495208263397,0.9555075764656067,0.9473924040794373,0.9288087487220764,0.14767760038375854,0.9627659320831299
0.9456032514572144,0.9253586530685425,0.15238086879253387,0.9534984827041626,0.9475224614143372,0.9282257556915283,0.14745306968688965,0.951724112033844
0.945944607257843,0.9251687526702881,0.15252052247524261,0.9511986374855042,0.947717547416687,0.9280149340629578,0.14751730859279633,0.9696969985961914
0.9457333087921143,0.9255037307739258,0.15242506563663483,0.9580236077308655,0.9471973180770874,0.9278304576873779,0.14801648259162903,0.9261083602905273
0.9457820653915405,0.9250878691673279,0.15246719121932983,0.9549002647399902,0.9471973180770874,0.9291984438896179,0.1477314978837967,0.9592920541763306
0.9457820653915405,0.9251300096511841,0.15234562754631042,0.9517657160758972,0.9471973180770874,0.9287121295928955,0.14772890508174896,0.9346733689308167
0.9461072087287903,0.9257079362869263,0.15230360627174377,0.9548969268798828,0.9474574327468872,0.9281610250473022,0.1479608416557312,0.9728752374649048
0.9461072087287903,0.9254902601242065,0.15227404236793518,0.9588388204574585,0.9473924040794373,0.9277441501617432,0.1477004885673523,0.9484536051750183
