accuracy,auc,loss,precision,val_accuracy,val_auc,val_loss,val_precision
0.929898738861084,0.853174090385437,0.2194385528564453,0.7230401635169983,0.9436207413673401,0.9095390439033508,0.16940391063690186,0.9410646557807922
0.9425631165504456,0.9099743962287903,0.16774803400039673,0.8964941501617432,0.9453765153884888,0.919611930847168,0.15792325139045715,0.9299474358558655
0.9443351626396179,0.9196605682373047,0.15907715260982513,0.9392216801643372,0.9470672607421875,0.9257990717887878,0.1511436402797699,0.9743119478225708
0.9451805353164673,0.9224432110786438,0.15554559230804443,0.955771803855896,0.9481076598167419,0.9269435405731201,0.14900659024715424,0.9733570218086243
0.945505678653717,0.9226073622703552,0.15481261909008026,0.9630618691444397,0.9474574327468872,0.9265731573104858,0.1493680477142334,0.9380234479904175
0.9454406499862671,0.923427164554596,0.15418560802936554,0.9544857740402222,0.9467421174049377,0.9273468255996704,0.14930088818073273,0.9429065585136414
0.9454569220542908,0.9230989217758179,0.15426577627658844,0.9561018347740173,0.9468721747398376,0.9268772006034851,0.14952421188354492,0.9213114976882935
0.9454731941223145,0.9232367277145386,0.15416453778743744,0.9585354924201965,0.9475224614143372,0.9266654253005981,0.14873890578746796,0.9781022071838379
0.9453918933868408,0.9233651757240295,0.1539396494626999,0.9560246467590332,0.9475224614143372,0.9273957014083862,0.14813107252120972,0.9729241728782654
0.9457007646560669,0.9234357476234436,0.15405723452568054,0.9579868912696838,0.9473273754119873,0.9267361760139465,0.14824990928173065,0.9562171697616577
0.945505678653717,0.9235168695449829,0.15398108959197998,0.9589766263961792,0.9473924040794373,0.9272997975349426,0.14827825129032135,0.939393937587738
0.9456194639205933,0.9233945608139038,0.1538831889629364,0.9607237577438354,0.9478475451469421,0.9283193349838257,0.1475144326686859,0.9648506045341492
0.9454569220542908,0.9238086342811584,0.1538679003715515,0.958922266960144,0.947717547416687,0.9279918670654297,0.14750505983829498,0.9680284261703491
0.9458633661270142,0.9234444499015808,0.15385858714580536,0.9597726464271545,0.9473273754119873,0.9276024103164673,0.14860756695270538,0.9378151297569275
0.9457333087921143,0.9234129190444946,0.15393616259098053,0.9608446955680847,0.947717547416687,0.9278357625007629,0.14811605215072632,0.9663716554641724
0.9456520080566406,0.92364901304245,0.153976708650589,0.959138810634613,0.9471973180770874,0.9276468753814697,0.14834721386432648,0.9332220554351807
0.9458145499229431,0.9238856434822083,0.15373001992702484,0.9577158093452454,0.9473273754119873,0.9266083240509033,0.15005522966384888,0.979742169380188
0.9454243779182434,0.923901379108429,0.1536906510591507,0.9532750844955444,0.9473273754119873,0.927547812461853,0.14779745042324066,0.9693693518638611
0.9456357359886169,0.9235934615135193,0.1539006382226944,0.9660865664482117,0.9475874900817871,0.9282945394515991,0.14751560986042023,0.9613356590270996
